task_id,department,asset_id,asset_type,corridor_id,location_km,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,overdue_days,estimated_duration_min,required_team_size,possession_required,maintenance_type,status,urgency_score,risk_score,asset_downtime_risk,maintenance_priority_score
TSK-02387,Operating,AST-02387,Interlocking Switch,COR-020,266.3,Point machine lubrication & locking calibration,Critical,3,1,3,13,360,3,No,Corrective,Pending,20.9,52.4,High,36.6
TSK-02388,Engineering,AST-02388,OHE Catenary,COR-099,169.3,"Track tamping, ballast packing & alignment check",Major,5,2,1,20,60,5,Yes,Breakdown,Completed,92.7,67.2,High,80.0
TSK-02389,Signal & Telecom,AST-02389,Interlocking Switch,COR-053,194.9,"Track tamping, ballast packing & alignment check",Moderate,4,1,2,4,180,6,No,Corrective,Scheduled,46.6,40.3,High,43.5
TSK-02390,Operating,AST-02390,Bridge Span,COR-048,30.6,Axle counter digital sensor reset test,Moderate,4,4,2,1,120,8,No,Preventive,Scheduled,60.0,94.0,High,77.0
TSK-02391,Operating,AST-02391,Axle Counter,COR-027,418.7,Level crossing gate motor overhaul & interlock test,Major,1,4,4,12,120,8,No,Breakdown,Completed,24.7,60.8,Medium,42.8
TSK-02392,Signal & Telecom,AST-02392,Point & Crossing,COR-045,223.2,Multi-aspect LED signal bulb replacement & relay test,Major,4,4,2,7,120,3,Yes,Corrective,Pending,91.5,48.5,Low,70.0
TSK-02393,Signal & Telecom,AST-02393,Level Crossing Gate,COR-003,285.0,Axle counter digital sensor reset test,Major,4,4,2,39,240,5,Yes,Breakdown,Pending,54.0,84.3,Medium,69.2
TSK-02394,Electrical,AST-02394,Signal - Multi Aspect,COR-037,230.9,Rail flaw ultrasonics check required,Moderate,1,3,4,17,120,10,No,Emergency,Pending,50.2,41.3,Low,45.8
TSK-02395,Engineering,AST-02395,Axle Counter,COR-085,26.2,Level crossing gate motor overhaul & interlock test,Minor,5,5,4,11,360,7,No,Emergency,Scheduled,88.4,88.9,Low,88.7
TSK-02396,Operating,AST-02396,Level Crossing Gate,COR-081,193.5,Multi-aspect LED signal bulb replacement & relay test,Major,4,2,5,26,180,4,No,Emergency,In Progress,62.4,72.6,High,67.5
TSK-02397,Signal & Telecom,AST-02397,Interlocking Switch,COR-068,93.9,Rail flaw ultrasonics check required,Minor,1,5,2,0,360,3,Yes,Emergency,Pending,72.9,92.6,High,82.8
TSK-02398,Signal & Telecom,AST-02398,Interlocking Switch,COR-003,207.5,"Track tamping, ballast packing & alignment check",Minor,3,1,3,40,120,8,Yes,Emergency,Scheduled,36.2,56.7,High,46.5
TSK-02399,Operating,AST-02399,Track Circuit,COR-089,83.4,Axle counter digital sensor reset test,Minor,5,2,4,32,360,6,Yes,Preventive,Pending,89.0,80.4,Low,84.7
TSK-02400,Engineering,AST-02400,Bridge Span,COR-001,71.4,Bridge expansion joint inspection & bolt tightening,Critical,2,3,4,27,60,6,No,Emergency,In Progress,45.1,44.3,High,44.7
TSK-02401,Engineering,AST-02401,Level Crossing Gate,COR-024,152.2,"Track tamping, ballast packing & alignment check",Moderate,5,1,1,32,240,11,Yes,Preventive,Completed,22.1,46.5,Low,34.3
TSK-02402,Electrical,AST-02402,Point & Crossing,COR-009,174.6,Rail flaw ultrasonics check required,Moderate,5,1,2,41,120,6,Yes,Breakdown,In Progress,27.4,57.2,Medium,42.3
TSK-02403,Electrical,AST-02403,Interlocking Switch,COR-063,267.4,"Track tamping, ballast packing & alignment check",Minor,5,3,2,38,180,7,No,Breakdown,In Progress,36.0,59.2,High,47.6
TSK-02404,Electrical,AST-02404,Bridge Span,COR-071,340.7,Level crossing gate motor overhaul & interlock test,Major,3,3,3,5,120,11,Yes,Breakdown,Completed,85.9,85.5,Medium,85.7
TSK-02405,Electrical,AST-02405,Track Circuit,COR-069,229.5,Point machine lubrication & locking calibration,Major,1,3,1,31,240,10,Yes,Corrective,Scheduled,30.1,78.0,Low,54.0
TSK-02406,Signal & Telecom,AST-02406,Point & Crossing,COR-010,352.1,Level crossing gate motor overhaul & interlock test,Moderate,5,1,5,8,240,11,Yes,Emergency,Scheduled,87.1,42.9,Medium,65.0
TSK-02407,Engineering,AST-02407,Interlocking Switch,COR-078,320.6,OHE cantilever insulator cleaning & height adjustment,Moderate,4,1,1,11,60,10,No,Corrective,Completed,44.0,51.4,High,47.7
TSK-02408,Engineering,AST-02408,Signal - Multi Aspect,COR-075,338.2,Bridge expansion joint inspection & bolt tightening,Major,3,1,3,8,180,4,Yes,Breakdown,Scheduled,68.3,84.2,Medium,76.2
TSK-02409,Electrical,AST-02409,OHE Catenary,COR-009,407.0,Bridge expansion joint inspection & bolt tightening,Critical,1,4,1,9,240,9,Yes,Breakdown,Completed,64.7,27.5,Low,46.1
TSK-02410,Electrical,AST-02410,Signal - Multi Aspect,COR-002,398.6,Bridge expansion joint inspection & bolt tightening,Major,1,1,2,19,360,9,Yes,Preventive,Scheduled,71.9,60.1,Low,66.0
TSK-02411,Electrical,AST-02411,Point & Crossing,COR-040,190.3,OHE cantilever insulator cleaning & height adjustment,Critical,4,3,3,27,240,3,Yes,Emergency,Scheduled,62.4,93.4,High,77.9
TSK-02412,Electrical,AST-02412,Signal - Multi Aspect,COR-085,343.7,Level crossing gate motor overhaul & interlock test,Moderate,2,3,1,12,180,6,No,Corrective,Pending,91.5,88.6,Medium,90.0
TSK-02413,Electrical,AST-02413,Interlocking Switch,COR-061,54.3,Level crossing gate motor overhaul & interlock test,Minor,4,3,3,32,120,7,Yes,Corrective,Scheduled,59.6,60.9,Low,60.2
TSK-02414,Engineering,AST-02414,Interlocking Switch,COR-029,91.8,Multi-aspect LED signal bulb replacement & relay test,Minor,4,1,3,35,60,12,Yes,Emergency,Scheduled,95.8,85.2,High,90.5
TSK-02415,Signal & Telecom,AST-02415,Signal - Multi Aspect,COR-051,314.6,Level crossing gate motor overhaul & interlock test,Minor,3,2,5,28,360,3,Yes,Corrective,Scheduled,88.1,84.3,Medium,86.2
TSK-02416,Signal & Telecom,AST-02416,Point & Crossing,COR-022,180.3,Rail flaw ultrasonics check required,Minor,3,2,4,35,180,11,No,Preventive,In Progress,39.5,86.3,High,62.9
TSK-02417,Engineering,AST-02417,Signal - Multi Aspect,COR-011,13.2,Rail flaw ultrasonics check required,Major,4,5,5,45,360,10,Yes,Corrective,Pending,39.1,16.8,Low,28.0
TSK-02418,Engineering,AST-02418,Bridge Span,COR-050,391.2,Bridge expansion joint inspection & bolt tightening,Minor,3,5,5,18,240,7,No,Emergency,Scheduled,82.6,67.4,Low,75.0
TSK-02419,Electrical,AST-02419,Bridge Span,COR-066,107.5,Bridge expansion joint inspection & bolt tightening,Minor,1,4,2,7,240,10,No,Breakdown,Completed,48.6,65.6,Medium,57.1
TSK-02420,Engineering,AST-02420,Point & Crossing,COR-057,205.3,Bridge expansion joint inspection & bolt tightening,Moderate,2,1,1,31,60,6,No,Corrective,In Progress,91.4,50.4,High,70.9
TSK-02421,Engineering,AST-02421,Level Crossing Gate,COR-015,391.4,OHE cantilever insulator cleaning & height adjustment,Critical,1,5,2,27,180,6,Yes,Corrective,Pending,96.0,68.3,Low,82.2
TSK-02422,Signal & Telecom,AST-02422,Point & Crossing,COR-012,114.0,Rail flaw ultrasonics check required,Moderate,3,2,4,34,60,5,No,Preventive,Pending,68.3,70.9,Medium,69.6
TSK-02423,Electrical,AST-02423,OHE Catenary,COR-085,238.0,Point machine lubrication & locking calibration,Minor,3,4,1,35,360,10,Yes,Corrective,Pending,86.3,74.7,High,80.5
TSK-02424,Signal & Telecom,AST-02424,OHE Catenary,COR-047,103.9,Rail flaw ultrasonics check required,Critical,1,3,3,5,240,9,Yes,Breakdown,In Progress,87.2,71.0,Medium,79.1
TSK-02425,Operating,AST-02425,OHE Catenary,COR-092,48.7,Bridge expansion joint inspection & bolt tightening,Critical,4,4,2,7,360,12,Yes,Breakdown,Scheduled,60.2,70.6,Low,65.4
TSK-02426,Operating,AST-02426,Interlocking Switch,COR-089,383.7,Point machine lubrication & locking calibration,Moderate,4,2,4,14,180,9,No,Corrective,Pending,88.9,59.1,High,74.0
TSK-02427,Electrical,AST-02427,Bridge Span,COR-085,103.8,Rail flaw ultrasonics check required,Minor,4,4,5,16,120,12,Yes,Breakdown,Pending,30.1,76.7,Low,53.4
TSK-02428,Signal & Telecom,AST-02428,Interlocking Switch,COR-016,375.9,OHE cantilever insulator cleaning & height adjustment,Moderate,5,3,1,8,120,3,Yes,Breakdown,Scheduled,57.4,77.5,High,67.5
TSK-02429,Operating,AST-02429,Signal - Multi Aspect,COR-030,346.7,Rail flaw ultrasonics check required,Minor,2,1,2,36,180,9,Yes,Preventive,Scheduled,56.2,52.9,Low,54.5
TSK-02430,Signal & Telecom,AST-02430,Bridge Span,COR-048,315.5,Point machine lubrication & locking calibration,Moderate,4,2,3,7,240,4,No,Corrective,Pending,69.8,63.2,Medium,66.5
TSK-02431,Electrical,AST-02431,Axle Counter,COR-063,4.0,Point machine lubrication & locking calibration,Major,5,2,1,26,360,9,No,Corrective,Completed,46.5,38.7,High,42.6
TSK-02432,Operating,AST-02432,Bridge Span,COR-096,245.8,OHE cantilever insulator cleaning & height adjustment,Minor,3,4,4,32,120,5,Yes,Corrective,Scheduled,39.8,88.4,Medium,64.1
TSK-02433,Engineering,AST-02433,Point & Crossing,COR-007,280.7,OHE cantilever insulator cleaning & height adjustment,Moderate,1,4,2,37,120,10,No,Breakdown,Pending,84.1,17.7,High,50.9
TSK-02434,Operating,AST-02434,Signal - Multi Aspect,COR-010,355.7,"Track tamping, ballast packing & alignment check",Moderate,5,4,3,7,120,10,No,Preventive,Scheduled,39.7,38.9,Low,39.3
TSK-02435,Signal & Telecom,AST-02435,Point & Crossing,COR-084,321.3,Bridge expansion joint inspection & bolt tightening,Major,3,3,5,21,120,10,No,Emergency,Scheduled,82.0,60.7,Low,71.3
TSK-02436,Signal & Telecom,AST-02436,Track Circuit,COR-087,391.6,Rail flaw ultrasonics check required,Major,3,2,5,2,240,9,No,Emergency,In Progress,29.1,59.7,High,44.4
TSK-02437,Operating,AST-02437,OHE Catenary,COR-047,407.2,Axle counter digital sensor reset test,Moderate,1,2,1,30,360,9,No,Preventive,Scheduled,20.1,42.3,Medium,31.2
TSK-02438,Operating,AST-02438,Point & Crossing,COR-028,315.8,"Track tamping, ballast packing & alignment check",Minor,4,5,4,13,60,8,Yes,Breakdown,In Progress,65.0,41.9,High,53.5
TSK-02439,Signal & Telecom,AST-02439,Track Circuit,COR-053,111.4,Multi-aspect LED signal bulb replacement & relay test,Moderate,4,4,5,26,120,5,Yes,Emergency,In Progress,55.3,41.8,Medium,48.5
TSK-02440,Operating,AST-02440,Bridge Span,COR-056,116.5,Axle counter digital sensor reset test,Critical,2,3,5,8,120,7,No,Emergency,In Progress,60.8,49.8,Low,55.3
TSK-02441,Signal & Telecom,AST-02441,Axle Counter,COR-069,64.4,OHE cantilever insulator cleaning & height adjustment,Minor,4,2,3,16,120,4,Yes,Preventive,Completed,26.9,40.2,Medium,33.5
TSK-02442,Electrical,AST-02442,Interlocking Switch,COR-022,393.4,Point machine lubrication & locking calibration,Major,5,1,2,43,180,3,No,Emergency,Completed,50.9,84.4,Low,67.7
TSK-02443,Operating,AST-02443,OHE Catenary,COR-099,296.1,Bridge expansion joint inspection & bolt tightening,Critical,5,5,2,12,360,12,No,Breakdown,Completed,25.6,94.3,Medium,60.0
TSK-02444,Operating,AST-02444,Point & Crossing,COR-033,12.2,Point machine lubrication & locking calibration,Major,1,1,5,29,240,4,Yes,Corrective,Completed,92.7,62.3,Low,77.5
TSK-02445,Engineering,AST-02445,Axle Counter,COR-099,269.6,Level crossing gate motor overhaul & interlock test,Major,2,5,3,14,120,6,Yes,Preventive,Completed,20.9,72.8,Medium,46.8
TSK-02446,Signal & Telecom,AST-02446,Signal - Multi Aspect,COR-003,300.1,Rail flaw ultrasonics check required,Major,4,5,2,14,240,12,Yes,Breakdown,Pending,50.2,87.0,High,68.6
TSK-02447,Signal & Telecom,AST-02447,Point & Crossing,COR-019,81.5,Rail flaw ultrasonics check required,Minor,1,4,1,25,60,8,No,Breakdown,Scheduled,26.9,43.5,Low,35.2
TSK-02448,Operating,AST-02448,Level Crossing Gate,COR-099,97.0,OHE cantilever insulator cleaning & height adjustment,Critical,5,2,3,7,180,9,Yes,Breakdown,In Progress,85.7,78.4,High,82.1
TSK-02449,Engineering,AST-02449,Axle Counter,COR-073,404.0,Axle counter digital sensor reset test,Critical,3,2,2,6,180,12,Yes,Emergency,Scheduled,33.8,35.0,Low,34.4
TSK-02450,Operating,AST-02450,Bridge Span,COR-002,93.3,Rail flaw ultrasonics check required,Minor,2,3,4,34,180,8,Yes,Emergency,Completed,38.3,28.7,Medium,33.5
TSK-02451,Electrical,AST-02451,Axle Counter,COR-094,357.4,Bridge expansion joint inspection & bolt tightening,Major,1,1,4,26,360,3,Yes,Preventive,Pending,94.7,39.1,High,66.9
TSK-02452,Signal & Telecom,AST-02452,Track Circuit,COR-081,107.6,Rail flaw ultrasonics check required,Moderate,2,4,2,8,360,9,Yes,Preventive,Completed,86.6,33.1,High,59.8
TSK-02453,Engineering,AST-02453,OHE Catenary,COR-022,268.1,Point machine lubrication & locking calibration,Minor,4,3,1,3,120,8,No,Breakdown,In Progress,79.4,47.5,High,63.5
TSK-02454,Operating,AST-02454,Point & Crossing,COR-018,4.8,Point machine lubrication & locking calibration,Major,1,5,5,18,120,12,Yes,Breakdown,Pending,56.6,41.6,Medium,49.1
TSK-02455,Operating,AST-02455,Track Circuit,COR-079,293.8,Axle counter digital sensor reset test,Critical,2,5,3,8,240,3,No,Corrective,In Progress,62.1,86.6,Medium,74.3
TSK-02456,Engineering,AST-02456,Axle Counter,COR-088,298.5,Multi-aspect LED signal bulb replacement & relay test,Critical,3,5,4,40,360,10,No,Breakdown,In Progress,49.6,38.7,Medium,44.2
TSK-02457,Signal & Telecom,AST-02457,Track Circuit,COR-055,368.6,Point machine lubrication & locking calibration,Moderate,1,5,4,4,360,10,No,Breakdown,Completed,88.2,29.6,High,58.9
TSK-02458,Engineering,AST-02458,Axle Counter,COR-020,313.8,Multi-aspect LED signal bulb replacement & relay test,Moderate,1,4,1,1,60,11,Yes,Corrective,Scheduled,47.8,42.8,High,45.3
TSK-02459,Electrical,AST-02459,Level Crossing Gate,COR-027,242.1,"Track tamping, ballast packing & alignment check",Critical,5,2,1,20,120,3,Yes,Emergency,Scheduled,67.2,82.8,Medium,75.0
TSK-02460,Engineering,AST-02460,OHE Catenary,COR-055,353.2,Level crossing gate motor overhaul & interlock test,Major,5,3,3,11,360,6,Yes,Emergency,Pending,50.5,36.4,Low,43.5
TSK-02461,Electrical,AST-02461,Point & Crossing,COR-048,118.4,Axle counter digital sensor reset test,Moderate,1,1,3,2,60,11,No,Emergency,Scheduled,78.5,50.3,High,64.4
TSK-02462,Electrical,AST-02462,Point & Crossing,COR-038,331.7,Point machine lubrication & locking calibration,Major,1,4,2,32,180,11,Yes,Preventive,Completed,54.2,62.2,High,58.2
TSK-02463,Signal & Telecom,AST-02463,Bridge Span,COR-067,3.5,Multi-aspect LED signal bulb replacement & relay test,Critical,1,4,3,0,360,9,Yes,Preventive,Completed,21.2,49.9,Medium,35.5
TSK-02464,Engineering,AST-02464,Bridge Span,COR-094,302.5,OHE cantilever insulator cleaning & height adjustment,Major,3,2,1,3,240,8,Yes,Emergency,Pending,81.6,56.7,High,69.2
TSK-02465,Engineering,AST-02465,Track Circuit,COR-042,212.3,"Track tamping, ballast packing & alignment check",Major,4,1,3,35,120,9,No,Corrective,Completed,21.7,32.7,High,27.2
TSK-02466,Operating,AST-02466,Interlocking Switch,COR-052,74.9,Rail flaw ultrasonics check required,Minor,2,3,4,2,360,9,Yes,Preventive,Scheduled,55.6,16.7,Low,36.1
TSK-02467,Electrical,AST-02467,Axle Counter,COR-065,288.7,Point machine lubrication & locking calibration,Moderate,4,4,1,22,60,4,Yes,Emergency,Scheduled,72.3,43.2,Low,57.8
TSK-02468,Electrical,AST-02468,Level Crossing Gate,COR-069,247.6,Point machine lubrication & locking calibration,Major,1,1,5,6,360,4,Yes,Corrective,Pending,34.3,30.5,Medium,32.4
TSK-02469,Engineering,AST-02469,Level Crossing Gate,COR-070,182.5,"Track tamping, ballast packing & alignment check",Critical,3,5,3,31,180,10,Yes,Corrective,Completed,31.0,22.1,High,26.6
TSK-02470,Signal & Telecom,AST-02470,Axle Counter,COR-006,138.3,Level crossing gate motor overhaul & interlock test,Critical,5,2,4,6,180,10,No,Breakdown,Completed,96.9,74.1,High,85.5
TSK-02471,Operating,AST-02471,OHE Catenary,COR-076,335.3,Axle counter digital sensor reset test,Minor,3,1,5,43,120,5,No,Corrective,Scheduled,47.3,80.1,Medium,63.7
TSK-02472,Engineering,AST-02472,Signal - Multi Aspect,COR-050,2.2,Axle counter digital sensor reset test,Minor,3,5,3,38,360,12,No,Preventive,Pending,75.0,47.8,Low,61.4
TSK-02473,Engineering,AST-02473,Track Circuit,COR-100,87.7,Rail flaw ultrasonics check required,Moderate,5,3,1,9,120,5,Yes,Breakdown,Scheduled,57.5,64.1,High,60.8
TSK-02474,Operating,AST-02474,Interlocking Switch,COR-056,286.6,Rail flaw ultrasonics check required,Critical,5,3,1,31,360,3,Yes,Preventive,Completed,71.3,51.3,High,61.3
TSK-02475,Engineering,AST-02475,Bridge Span,COR-095,50.8,Point machine lubrication & locking calibration,Critical,5,4,1,40,360,8,Yes,Preventive,Pending,51.3,83.5,Medium,67.4
TSK-02476,Electrical,AST-02476,Signal - Multi Aspect,COR-090,166.7,Multi-aspect LED signal bulb replacement & relay test,Moderate,2,1,5,9,120,3,Yes,Emergency,Pending,56.3,43.7,Medium,50.0
TSK-02477,Electrical,AST-02477,Track Circuit,COR-094,270.7,Bridge expansion joint inspection & bolt tightening,Critical,5,1,1,5,60,12,No,Breakdown,Completed,94.8,78.5,Low,86.7
TSK-02478,Operating,AST-02478,Level Crossing Gate,COR-090,103.5,Multi-aspect LED signal bulb replacement & relay test,Major,5,1,1,26,180,9,No,Preventive,Completed,48.9,65.0,Medium,57.0
TSK-02479,Electrical,AST-02479,Interlocking Switch,COR-041,195.3,OHE cantilever insulator cleaning & height adjustment,Major,3,5,4,36,60,7,Yes,Preventive,In Progress,70.4,17.8,Low,44.1
TSK-02480,Operating,AST-02480,Track Circuit,COR-018,163.2,"Track tamping, ballast packing & alignment check",Moderate,3,3,2,32,240,8,Yes,Emergency,Scheduled,86.8,73.8,Medium,80.3
TSK-02481,Operating,AST-02481,Signal - Multi Aspect,COR-004,393.5,Point machine lubrication & locking calibration,Major,2,3,2,19,360,6,Yes,Emergency,Pending,33.3,47.4,High,40.3
TSK-02482,Operating,AST-02482,Point & Crossing,COR-078,296.3,Level crossing gate motor overhaul & interlock test,Minor,4,4,1,10,240,4,No,Emergency,Pending,63.0,15.2,Low,39.1
TSK-02483,Operating,AST-02483,Axle Counter,COR-086,414.2,Axle counter digital sensor reset test,Major,4,5,5,35,240,4,Yes,Corrective,In Progress,61.3,61.6,High,61.5
TSK-02484,Engineering,AST-02484,OHE Catenary,COR-057,274.6,OHE cantilever insulator cleaning & height adjustment,Moderate,4,2,1,36,180,5,Yes,Preventive,In Progress,81.7,32.8,Low,57.2
TSK-02485,Operating,AST-02485,Point & Crossing,COR-066,225.5,"Track tamping, ballast packing & alignment check",Critical,2,2,5,39,60,3,Yes,Corrective,Pending,60.2,90.3,High,75.2
TSK-02486,Electrical,AST-02486,Bridge Span,COR-017,400.7,Bridge expansion joint inspection & bolt tightening,Major,1,1,3,37,180,10,Yes,Breakdown,Scheduled,48.1,46.9,Medium,47.5
TSK-02487,Signal & Telecom,AST-02487,OHE Catenary,COR-059,101.4,Axle counter digital sensor reset test,Major,3,3,3,25,120,6,Yes,Emergency,Scheduled,47.0,57.9,Medium,52.5
TSK-02488,Signal & Telecom,AST-02488,Track Circuit,COR-032,114.0,Point machine lubrication & locking calibration,Minor,3,1,2,33,180,12,Yes,Emergency,Completed,81.4,83.9,Low,82.7
TSK-02489,Electrical,AST-02489,Axle Counter,COR-045,292.5,Bridge expansion joint inspection & bolt tightening,Minor,1,5,3,31,240,11,Yes,Corrective,In Progress,23.3,52.9,High,38.1
TSK-02490,Operating,AST-02490,OHE Catenary,COR-040,113.0,Bridge expansion joint inspection & bolt tightening,Major,3,5,1,13,60,4,Yes,Corrective,Pending,57.5,73.6,Medium,65.5
TSK-02491,Engineering,AST-02491,OHE Catenary,COR-082,63.6,OHE cantilever insulator cleaning & height adjustment,Minor,1,2,5,45,120,11,Yes,Emergency,Pending,83.9,82.6,Low,83.2
TSK-02492,Signal & Telecom,AST-02492,Track Circuit,COR-084,298.8,Rail flaw ultrasonics check required,Major,4,2,3,33,240,12,No,Preventive,Pending,23.4,55.6,Low,39.5
TSK-02493,Electrical,AST-02493,Axle Counter,COR-042,341.1,Bridge expansion joint inspection & bolt tightening,Critical,3,2,3,42,120,8,Yes,Corrective,Pending,83.4,81.6,Low,82.5
TSK-02494,Operating,AST-02494,Point & Crossing,COR-064,205.7,Point machine lubrication & locking calibration,Minor,3,3,4,32,60,7,Yes,Corrective,Scheduled,54.0,86.4,Medium,70.2
TSK-02495,Electrical,AST-02495,Point & Crossing,COR-087,346.2,Rail flaw ultrasonics check required,Critical,5,2,4,20,180,12,No,Preventive,Completed,49.7,16.9,Medium,33.3
TSK-02496,Engineering,AST-02496,Bridge Span,COR-024,397.8,"Track tamping, ballast packing & alignment check",Major,1,3,2,25,120,10,Yes,Preventive,Pending,83.1,17.7,High,50.4
TSK-02497,Operating,AST-02497,Point & Crossing,COR-083,394.3,Axle counter digital sensor reset test,Minor,1,4,3,44,360,10,Yes,Corrective,Scheduled,49.2,31.2,High,40.2
TSK-02498,Electrical,AST-02498,OHE Catenary,COR-040,257.6,Point machine lubrication & locking calibration,Critical,5,1,4,37,120,11,Yes,Preventive,In Progress,63.8,94.4,High,79.1
TSK-02499,Signal & Telecom,AST-02499,OHE Catenary,COR-097,288.9,Rail flaw ultrasonics check required,Moderate,1,3,3,23,180,7,Yes,Corrective,Scheduled,79.3,46.5,Low,62.9
TSK-02500,Signal & Telecom,AST-02500,Axle Counter,COR-004,202.8,Axle counter digital sensor reset test,Moderate,4,1,4,3,180,4,Yes,Corrective,In Progress,59.5,19.8,Low,39.6
